,G_Dey1.jpg_persistence.pkl,G_Dey10.jpeg_persistence.pkl,G_Dey2.jpg_persistence.pkl,G_Dey3.jpeg_persistence.pkl,G_Dey4.jpg_persistence.pkl,G_Dey5.jpg_persistence.pkl,G_Dey6.jpg_persistence.pkl,G_Dey7.jpeg_persistence.pkl,G_Dey8.jpg_persistence.pkl,G_Dey9.jpg_persistence.pkl,G_Gen1.jpg_persistence.pkl,G_Gen10.jpg_persistence.pkl,G_Gen2.jpg_persistence.pkl,G_Gen3.jpg_persistence.pkl,G_Gen4.png_persistence.pkl,G_Gen5.jpeg_persistence.pkl,G_Gen6.jpg_persistence.pkl,G_Gen7.jpg_persistence.pkl,G_Gen8.jpg_persistence.pkl,G_Gen9.jpg_persistence.pkl,G_Goya1.jpg_persistence.pkl,G_Goya10.jpg_persistence.pkl,G_Goya2.jpg_persistence.pkl,G_Goya3.jpg_persistence.pkl,G_Goya4.jpg_persistence.pkl,G_Goya5.jpg_persistence.pkl,G_Goya6.jpg_persistence.pkl,G_Goya7.jpg_persistence.pkl,G_Goya8.jpg_persistence.pkl,G_Goya9.jpg_persistence.pkl,G_Klimt1.jpg_persistence.pkl,G_Klimt10.jpeg_persistence.pkl,G_Klimt2.jpg_persistence.pkl,G_Klimt3.jpg_persistence.pkl,G_Klimt4.jpg_persistence.pkl,G_Klimt5.jpg_persistence.pkl,G_Klimt6.jpg_persistence.pkl,G_Klimt7.jpg_persistence.pkl,G_Klimt8.jpg_persistence.pkl,G_Klimt9.jpg_persistence.pkl,G_Mithila1.jpg_persistence.pkl,G_Mithila10.jpg_persistence.pkl,G_Mithila2.jpg_persistence.pkl,G_Mithila3.jpg_persistence.pkl,G_Mithila4.jpeg_persistence.pkl,G_Mithila5.jpg_persistence.pkl,G_Mithila6.jpg_persistence.pkl,G_Mithila7.jpeg_persistence.pkl,G_Mithila8.jpeg_persistence.pkl,G_Mithila9.jpg_persistence.pkl,G_Raja1.jpg_persistence.pkl,G_Raja10.jpg_persistence.pkl,G_Raja2.jpg_persistence.pkl,G_Raja3.jpg_persistence.pkl,G_Raja4.jpg_persistence.pkl,G_Raja5.jpeg_persistence.pkl,G_Raja6.jpg_persistence.pkl,G_Raja7.jpg_persistence.pkl,G_Raja8.jpg_persistence.pkl,G_Raja9.jpg_persistence.pkl,G_Ren1.jpg_persistence.pkl,G_Ren10.jpg_persistence.pkl,G_Ren2.jpg_persistence.pkl,G_Ren3.jpg_persistence.pkl,G_Ren4.jpg_persistence.pkl,G_Ren5.jpg_persistence.pkl,G_Ren6.jpg_persistence.pkl,G_Ren7.jpg_persistence.pkl,G_Ren8.jpg_persistence.pkl,G_Ren9.jpeg_persistence.pkl,G_Robert1.jpg_persistence.pkl,G_Robert10.jpg_persistence.pkl,G_Robert2.jpg_persistence.pkl,G_Robert3.jpg_persistence.pkl,G_Robert4.jpg_persistence.pkl,G_Robert5.jpg_persistence.pkl,G_Robert6.jpg_persistence.pkl,G_Robert7.jpg_persistence.pkl,G_Robert8.jpg_persistence.pkl,G_Robert9.jpg_persistence.pkl,G_Sid1.jpeg_persistence.pkl,G_Sid10.jpg_persistence.pkl,G_Sid2.jpeg_persistence.pkl,G_Sid3.jpg_persistence.pkl,G_Sid4.jpg_persistence.pkl,G_Sid5.jpeg_persistence.pkl,G_Sid6.jpeg_persistence.pkl,G_Sid7.jpg_persistence.pkl,G_Sid8.jpg_persistence.pkl,G_Sid9.jpg_persistence.pkl,G_Vin1.jpg_persistence.pkl,G_Vin10.jpg_persistence.pkl,G_Vin2.jpg_persistence.pkl,G_Vin3.jpg_persistence.pkl,G_Vin4.jpg_persistence.pkl,G_Vin5.jpg_persistence.pkl,G_Vin6.jpg_persistence.pkl,G_Vin7.jpg_persistence.pkl,G_Vin8.jpeg_persistence.pkl,G_Vin9.jpg_persistence.pkl
G_Vin1.jpg_persistence.pkl,5153.5,7170.0,7140.0,6712.0,7786.5,6822.5,8882.0,10051.0,9486.5,5016.5,9498.5,7649.0,7915.0,6884.5,9111.5,8847.5,9133.0,8265.0,6809.5,7272.5,6843.5,7010.0,5164.5,8009.0,8247.0,7228.5,7412.5,7678.5,8113.0,7307.5,5212.0,6568.5,9353.0,12699.0,10707.0,5259.0,9104.5,11197.5,6901.0,4556.5,19691.5,18900.0,8869.0,14581.0,10002.0,13121.0,17358.0,11403.0,14118.5,7375.0,6777.5,5926.5,7219.0,6324.0,5901.5,6607.5,5611.0,7155.5,6540.5,6716.0,3790.0,4319.0,14257.5,7435.5,5354.0,6082.5,3695.0,5857.5,11171.5,5985.0,7611.5,8632.0,7793.5,8608.5,9400.0,8112.5,8579.0,7598.0,7664.5,7175.0,5594.0,7042.0,4997.0,3835.0,6049.5,5138.0,11471.0,7377.5,5289.0,8311.5,0.0,5848.0,3991.5,7030.0,4972.0,8100.0,7427.5,7859.0,9393.5,6419.0
G_Vin10.jpg_persistence.pkl,7678.5,8223.0,6994.0,7610.0,7141.5,8419.5,9767.0,8754.5,10397.0,6708.0,10752.5,8375.5,8587.5,7536.5,9588.0,9746.5,9952.5,9817.0,8055.5,7993.0,7045.5,7558.5,6934.0,8607.5,9119.5,9016.0,8668.0,9440.5,9211.5,8231.5,6573.5,4291.5,6384.0,9240.0,8084.5,4752.0,7999.0,10569.5,6891.5,4315.0,16468.5,17379.0,5690.0,10349.5,8309.5,12085.5,15856.0,8360.0,9917.0,6715.5,7528.0,5822.0,8177.5,6715.5,6989.5,7726.5,6361.0,8725.5,8177.0,7278.5,7314.5,5204.0,10133.0,4918.0,7003.0,4677.5,4122.0,5893.0,7622.0,7297.0,7531.0,9022.0,8468.0,8530.5,9961.5,8449.0,8806.5,7899.5,8008.0,7272.0,6181.5,6203.5,4665.0,5153.5,4849.5,7617.0,8396.5,8571.0,8100.5,9030.5,5848.0,0.0,4349.5,5343.5,6725.0,7270.0,5698.0,5506.0,5958.5,7405.0
G_Vin2.jpg_persistence.pkl,5473.0,7105.0,6767.0,6604.5,7098.0,7006.0,8785.5,9158.5,9255.0,5225.0,9729.5,7543.0,7853.0,6961.5,8844.0,8971.0,9429.0,8882.5,6894.5,7351.0,6574.5,6715.5,5740.0,7806.0,8166.5,8275.0,7660.0,8562.5,8491.0,7403.5,5511.5,5601.0,6950.5,9935.0,8392.0,4306.0,8380.5,9860.5,6537.0,3715.5,16688.0,16652.0,6815.0,12087.5,8013.0,11155.0,15257.5,8969.0,11154.0,7028.0,6563.5,5613.0,7056.5,5987.5,5994.0,6608.0,5571.5,7032.5,6632.0,6652.0,5611.0,4248.0,11324.5,5594.5,5771.5,4975.0,3702.0,5596.0,9067.0,6255.5,7268.5,8367.5,7678.5,8132.0,9179.5,7814.0,8258.5,7293.5,7393.5,6401.0,5068.5,6198.5,4408.5,3705.0,4084.0,5587.5,8928.0,7255.0,6228.0,8168.0,3991.5,4349.5,0.0,6054.0,5458.5,6813.0,6175.0,6135.0,7633.0,6609.0
G_Vin3.jpg_persistence.pkl,6088.0,4761.0,3910.0,4633.5,3826.5,6349.5,6168.0,10830.0,6763.0,5370.5,7733.0,5103.0,5406.5,5151.0,5884.0,6675.0,7603.0,8042.0,5850.5,5738.5,3943.5,4083.5,5850.5,4920.0,5681.0,9663.5,6310.0,7895.5,6601.0,5496.0,4652.0,7659.5,5666.5,9793.5,6107.5,5375.0,5523.0,7435.5,4792.5,4766.5,15895.0,15113.0,8280.5,11852.5,9321.5,11679.0,14321.5,9447.5,10442.0,5442.0,4590.0,5391.0,4810.5,4143.5,4523.0,4950.0,4299.5,5679.0,5311.5,4458.0,9315.5,4444.5,9708.5,7235.5,5606.5,3529.5,6822.5,4269.0,9612.5,4597.5,4428.0,5372.0,5017.0,4304.0,6235.5,4764.5,4999.5,4366.5,4175.0,5754.5,4420.0,3376.0,3042.0,4833.0,6243.0,6661.5,7679.0,5562.0,10959.0,5521.0,7030.0,5343.5,6054.0,0.0,5346.0,4053.0,4132.0,7234.0,4637.5,7782.0
G_Vin4.jpg_persistence.pkl,3604.5,4729.0,4784.0,3712.5,5991.0,5382.5,5484.5,10630.5,6145.5,3489.0,6008.0,4595.0,4474.0,4153.5,6326.0,5095.0,5768.5,5272.0,4555.0,4479.5,4387.0,4381.0,3930.5,4851.5,5198.0,6095.0,4713.0,5260.0,4926.0,4421.0,4504.5,7647.0,9033.0,11923.5,9989.0,5531.0,7950.5,9655.0,5319.0,4660.5,19393.5,17813.0,9799.5,15090.5,10847.5,11803.5,16481.0,10592.5,14151.0,5721.0,4073.5,4553.0,4568.5,4644.5,3365.5,4034.5,3616.5,5088.5,4547.5,4587.0,6671.5,3358.0,13833.5,8101.5,3092.5,5557.5,5376.0,4723.0,12010.0,3490.0,5293.5,5583.5,4977.0,6287.5,6557.0,5167.0,6023.5,4956.5,4631.5,5364.0,4291.5,5792.0,4155.5,4328.5,6705.5,5723.5,11198.0,5381.5,8584.0,5579.5,4972.0,6725.0,5458.5,5346.0,0.0,6872.5,6967.5,8676.5,8190.5,7003.0
G_Vin5.jpg_persistence.pkl,7328.0,5374.5,5411.0,6046.5,5016.5,7642.0,7504.0,12349.0,7900.0,6276.5,9227.5,6627.0,6913.0,6577.0,6275.0,8175.0,8907.5,9791.5,7296.0,7144.5,5349.5,4960.5,7335.5,6133.5,7017.0,11158.0,7906.5,9620.0,8276.5,7049.5,5662.5,9885.5,4651.0,9049.5,4831.0,6331.5,4445.0,5312.0,5004.0,5814.5,14023.0,12344.5,9035.0,11672.0,9365.0,10385.5,11942.5,9428.5,10156.5,7051.5,5663.0,6339.0,5935.5,4411.0,5929.5,6275.0,5607.0,6670.5,6368.5,5588.0,10400.0,5250.0,8740.0,7873.5,7223.5,4687.5,8006.5,5830.5,10372.5,5637.5,5614.0,6183.0,5823.5,4778.5,6912.5,5644.0,5569.0,5492.0,5095.0,5361.0,4882.5,4390.5,4580.0,5941.5,6317.0,7255.5,6573.0,6244.5,11478.5,6212.0,8100.0,7270.0,6813.0,4053.0,6872.5,0.0,5014.5,8155.0,5654.0,8494.5
G_Vin6.jpg_persistence.pkl,8215.0,7033.5,4977.5,7055.5,4164.5,8606.5,8254.0,11556.5,8651.0,6268.5,10006.5,7420.0,7476.5,7042.5,7317.5,9010.5,9524.0,10602.5,7991.0,7419.0,5912.5,5980.5,8209.5,6983.0,7853.0,11563.5,8758.5,10405.5,8954.5,7692.5,5162.5,7969.5,4129.5,9193.5,4989.0,7080.5,5676.0,8225.0,5819.5,4369.0,14259.0,15003.0,6883.0,9690.5,7609.0,12572.5,13989.0,8934.0,9213.5,5590.0,6782.0,6787.0,6914.0,5835.5,6867.0,7460.5,6536.5,7944.5,7747.0,6587.5,9973.0,5598.0,7839.5,6763.0,8039.5,2684.0,6439.5,4372.0,8622.5,6090.5,5240.0,7009.5,5917.5,5736.0,7900.5,6322.0,6416.5,6064.5,6063.5,7493.5,6003.0,4500.0,4942.0,5067.5,5720.0,8805.0,7301.0,7871.5,10701.5,7521.0,7427.5,5698.0,6175.0,4132.0,6967.5,5014.5,0.0,5795.5,4554.5,6534.0
G_Vin7.jpg_persistence.pkl,9757.5,9478.5,7398.0,9077.5,7821.5,10785.0,10877.5,12556.5,11328.5,7760.0,12504.0,9861.0,9924.5,9387.0,10112.5,11501.0,11952.5,12787.0,10288.0,9923.5,8501.5,8645.0,10051.5,9643.5,10377.5,13016.5,11073.0,12524.0,11257.0,10081.5,6290.5,7939.5,5510.5,10102.5,8418.5,8045.0,10107.0,10722.0,8964.0,5265.5,16297.0,17220.0,4723.5,8703.5,4317.5,13713.5,16066.0,9864.0,9932.5,6981.0,9174.5,8630.0,9419.5,8666.5,8946.0,9617.5,8974.5,10344.5,9932.5,9434.0,10409.0,7593.5,9320.5,6181.0,9956.0,5283.0,6068.5,5919.0,5728.5,7786.0,7573.5,9741.0,8441.5,9497.0,10623.5,9108.0,9571.5,8709.0,9157.0,9261.0,8072.0,8444.0,7191.0,6482.0,5700.5,10697.5,9262.0,10815.0,10196.0,10098.5,7859.0,5506.0,6135.0,7234.0,8676.5,8155.0,5795.5,0.0,5696.5,5350.0
G_Vin8.jpeg_persistence.pkl,9053.0,6641.0,4683.0,7449.0,4107.0,8785.0,7463.0,13378.0,7729.5,7659.0,9559.5,7166.0,7440.5,7261.0,6290.0,8336.0,9729.5,10614.0,8150.0,7600.5,5846.5,5711.5,9010.5,6368.0,7252.0,12750.0,8712.0,10657.5,8887.5,7542.5,6150.0,8832.5,4747.5,10349.5,6644.0,8046.5,7212.0,7844.0,6550.5,6117.5,15374.0,15191.0,7632.5,10235.5,8546.0,13239.0,14262.0,10554.5,10061.0,5023.5,6830.5,7816.5,6688.5,6490.0,7433.5,7553.5,7521.5,7640.5,7710.0,6597.5,11983.0,6833.5,8013.5,8069.5,8815.0,4400.0,8439.0,4809.5,8840.0,6816.0,4315.0,6085.5,5466.0,5275.0,7027.5,5588.5,5693.5,5354.0,6246.0,8233.5,6787.0,5904.0,5740.0,6448.0,7343.5,9808.0,8831.0,7726.5,12939.0,6927.0,9393.5,5958.5,7633.0,4637.5,8190.5,5654.0,4554.5,5696.5,0.0,8310.5
G_Vin9.jpg_persistence.pkl,7739.0,7900.5,6666.0,7559.0,7516.5,9393.5,9641.0,13193.0,10163.0,6234.0,11262.5,8566.0,8700.5,8186.0,8970.0,10264.5,10836.0,11515.0,9044.5,8896.5,7602.5,7529.5,8692.5,8445.0,9148.5,11717.5,9774.0,11270.5,10021.0,8863.0,4281.0,9372.0,8348.0,13257.5,10559.0,8627.5,10239.5,11243.5,8249.5,5185.0,19402.5,18932.0,7810.0,13249.0,7206.5,15347.0,17506.0,12879.5,13706.5,6644.5,8041.5,7965.5,8168.5,7786.5,7487.0,8035.0,7869.5,8921.5,8303.0,8599.5,8873.5,6216.0,13441.0,8817.5,8739.5,5797.0,5211.5,5331.5,10113.5,6200.0,6899.5,8702.0,7206.0,8862.0,9524.0,7986.0,8705.5,7728.5,8101.0,9150.5,7234.5,8662.5,6919.0,5396.5,7078.0,9577.5,11964.5,9774.5,8441.0,8711.0,6419.0,7405.0,6609.0,7782.0,7003.0,8494.5,6534.0,5350.0,8310.5,0.0
